Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
CRR240976_f1	0.0001252307452225127	6.665507407004708e-05	2.8277910211535128e-05	3.6357313129116594e-05	2.4238208752744394e-05	3.0297760940930494e-05	3.6357313129116594e-05	4.0397014587907325e-05	4.241686531730269e-05	5.6555820423070256e-05	9.089328282279148e-05	9.291313355218686e-05	0.00011109179011674515	0.00016966746126921076	0.0002706599977389791	0.00043426790682000375	0.000612014771006796	0.0008786350672869844	0.001421974913494338	0.0024682575913211376	0.004057880115355291	0.006103988904232797	0.00980435544048511	0.016241619715068142	0.024557345167988867	0.03505450940865658	0.0484299609387127	0.06444333752135917	0.08673643002169582	0.1193085428839255	0.16291712013157145	0.21072092734417158	0.29076559189938056	0.3946283362556197	0.512377554376452	0.6429366658231097	0.784457507178196	0.9632486341920857	1.1566877186955504	1.365451410682938	1.5877440628558157	1.8472443853148852	2.1357093672334844	2.3659460923250744	2.526857500682356	2.612476953250696	2.644018942240934	2.7238495026188274	2.674654018253674	2.711877847345701	2.7248109515660195	2.478665882129712	2.2728390531028655	2.2931587514405827	2.4861514489328513	2.539093756401033	2.463442267182259	2.3587938008922853	2.2019018954865	2.1396803937674758	2.312094852028664	2.3784893653546195	2.447566240449212	2.600715362453427	2.635788050518648	2.763992016014831	2.975860218573299	3.016509714502381	2.987242077433442	2.972994050388287	2.839772775680286	2.6819921359535672	2.4634180289735066	2.2016433545931373	1.94086648647309	1.632095945171879	1.351878013781401	1.0657358602016065	0.7824497755531771	0.5409907598090667	0.33716156315359214	0.20467753396182067	0.10803777581389937	0.042408785914385114	0.015148880470465247	0.004374996679870363	0.0010240643198034507	0.00013331014814009417	3.0297760940930494e-05	1.0099253646976831e-05	6.059552188186098e-06	6.059552188186098e-06	2.0198507293953664e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRR240976_r2	0.0023349221172185033	0.0013088490760878807	0.0002100621973968204	0.00012320955808851964	8.483281048717747e-05	5.655520699145164e-05	4.2416405243588735e-05	1.8178459390109454e-05	1.8178459390109454e-05	2.4237945853479275e-05	4.4436234064712e-05	8.8872468129424e-05	0.00017572510743772473	0.00028681569259950476	0.00042416405243588727	0.0005817107004835025	0.0008806453660097469	0.001399741373038428	0.002692431818557323	0.003686187598549973	0.004896065062402814	0.007269363927222659	0.010034509583340418	0.01649594198211377	0.026467836871999367	0.0323374594261836	0.03745368583008885	0.05089968629230648	0.06812478647884575	0.08524485556668661	0.11248022739071281	0.14488434116799348	0.1768683305504805	0.22175498644230301	0.2852664838937032	0.3689217341781658	0.4854941347604743	0.6451636228990902	0.8011469234391561	0.9810106601313625	1.189584243687015	1.3992869115536755	1.6121445520389304	1.8047776465382779	1.9893698025007338	2.143654427002235	2.267231593936199	2.405016236797944	2.708562171522813	2.8717118247202245	2.652041301621321	2.5117318727331717	2.429288519741383	2.313025152968706	2.3305996835412994	2.379481560841304	2.3504424818800147	2.312748436420212	2.2269279296395053	2.1765998549035768	2.3051478205663254	2.360085144672057	2.4027277707436117	2.443742414785341	2.5161270202479358	2.7219314184898282	2.9859351643835663	3.169194233324081	3.218433620325424	3.1873302763089475	3.1831249927033687	3.219956571256551	3.0872033219882242	2.860760312852094	2.6047672080629303	2.302701807863945	1.9745947546742173	1.612025382138484	1.2261997005563376	0.8326077771569722	0.5097926754785873	0.3061131371565165	0.1724772226933585	0.0930898707079294	0.04026932720673469	0.009743654233098668	0.002264228108479189	0.00045648131357385965	0.00011916990044627311	2.827760349572582e-05	1.8178459390109454e-05	1.413880174786291e-05	1.2118972926739637e-05	1.2118972926739637e-05	6.059486463369819e-06	4.039657642246546e-06	4.039657642246546e-06	1.2118972926739637e-05	1.413880174786291e-05	6.059486463369819e-06	2.2218117032356e-05
CRR240977_f1	0.0001015517101307986	7.81167001006143e-05	5.2728772567914665e-05	4.101126755282251e-05	3.515251504527644e-05	2.734084503521501e-05	2.734084503521501e-05	3.3199597542761086e-05	4.296418505533787e-05	6.835211258803752e-05	6.639919508552217e-05	6.835211258803752e-05	8.78812876131911e-05	0.00015428048269871327	0.0002773142853571808	0.00040815975802570975	0.000562440240724423	0.0007889786710162046	0.0012127617690620373	0.002232184705375054	0.004161667197860227	0.00663015492103964	0.011143347269352632	0.019472540417580633	0.02940312591787123	0.03965203697107182	0.05564252548166757	0.07387691620265346	0.09425951617640627	0.12546713786660166	0.1698100826787154	0.22166199528800065	0.3080922651968228	0.4136630795477981	0.5237880975146391	0.6446424442402995	0.7853247623689983	0.9658485504665129	1.1594412624908603	1.356949574107751	1.5617852321940793	1.809003105919996	2.0812612878631644	2.3106314485335933	2.481648434228863	2.5777905628776945	2.6261487060749795	2.7420231131692256	2.714697891474031	2.8590067774049004	2.9674932975871315	2.6761844054069255	2.411796480998894	2.4140306186217715	2.625478855371617	2.7037947530574877	2.626256116537618	2.4949966253585556	2.3214506114975286	2.247194829299387	2.4097830230538007	2.4294567139741403	2.4622813513564186	2.630208821562709	2.635237584131686	2.6711849366004863	2.8559738965234946	2.9003441821806435	2.8355541911171938	2.7890083553622427	2.6510640275720707	2.5201677790484758	2.3044289825456046	2.0444800396207903	1.8105947336845458	1.5308471131192312	1.2785653243092923	1.0131462594599323	0.7487876288144384	0.523200269346382	0.3265278064205678	0.1955378178568527	0.10379365942368624	0.04165377741115007	0.014937865976739972	0.004212443052925626	0.0009198241436847336	9.764587512576789e-05	1.757625752263822e-05	3.905835005030716e-06	3.905835005030716e-06	3.905835005030716e-06	3.905835005030716e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRR240977_r2	0.002441118560363413	0.0013494503401688949	0.00020700685391881744	0.00013865553422864188	8.006868877991996e-05	3.124631757265169e-05	3.710500211752388e-05	3.9057896965814614e-05	3.710500211752388e-05	4.491658151068681e-05	6.835131969017557e-05	0.00011522079604915311	0.00018943080028420087	0.00025582922512608575	0.000406202128444472	0.000681560302053465	0.001021364005656052	0.0015447398249979678	0.0027106180494275343	0.0037768986365942737	0.00515954818918411	0.007838919921038993	0.010797555616199451	0.01852320763603758	0.029705483537350304	0.03517358911256435	0.04058506073717797	0.05515365630542682	0.07301873837759043	0.09096584203338223	0.1183180872785422	0.15160908575735432	0.18307022176331797	0.22606124895359014	0.28737433561052594	0.3679995994222087	0.4838043110310008	0.6372627882096864	0.7896608434857502	0.9603477590160565	1.1574456244746467	1.3656183566178939	1.5748495577689143	1.762552046112378	1.9442474299024994	2.10893114666916	2.252117396945837	2.4219587090068333	2.8556732200740247	3.1435611670296515	2.884283129601484	2.6964244096701573	2.617556751221936	2.480424474974961	2.498033727821998	2.5614910930223576	2.522517170535019	2.4746985872797724	2.3672893706237823	2.2703750108825065	2.3867382504179098	2.4124852160977746	2.4137077282728048	2.4558297172555874	2.4920324819532014	2.6457877991488266	2.9079072985812573	3.084798561044583	3.11802706688825	3.0679802306111035	3.0232120691088866	3.0531362768692456	2.9304925275017393	2.6998810335516317	2.4436905228786125	2.144255108685043	1.8135245545476144	1.4647101941150138	1.1127126150796993	0.7548934565016302	0.4606332136560312	0.2766295081552303	0.15585467915753834	0.08498803090276431	0.03730224449720125	0.008620077860355286	0.0018825906337522644	0.0003358979139060057	0.00010740921665599019	5.0775266055559e-05	3.5152107269233154e-05	2.343473817948877e-05	1.7576053634616577e-05	1.3670263938035117e-05	3.905789696581461e-06	1.9528948482907304e-06	1.9528948482907304e-06	1.9528948482907304e-06	9.764474241453653e-06	1.3670263938035117e-05	1.5623158786325843e-05
CRR240978_f1	5.8190502320782704e-05	4.121827247722108e-05	2.4246042633659462e-05	2.9095251160391352e-05	3.394445968712325e-05	2.9095251160391352e-05	3.879366821385514e-05	5.576589805741677e-05	5.576589805741677e-05	7.031352363761244e-05	8.243654495444216e-05	0.00012123021316829731	0.00014305165153859082	0.00013820244301185892	0.00023033740501976488	0.00040005970345538116	0.0005673573976276313	0.0007516273216434434	0.0012898894681106835	0.002157897794395692	0.003450211866769742	0.00534140319219518	0.009242591451950987	0.015243487003781702	0.022677323675261696	0.03263032417637891	0.04546132993811149	0.06060055895856846	0.08167521921574526	0.11208460588688096	0.15346532684974756	0.2009463521392429	0.280679463340032	0.3854369151430211	0.4986998787018979	0.6223522715292978	0.7562049744926782	0.929741175434569	1.123387044136817	1.3248571107969471	1.5448632770505095	1.8034255003001174	2.0814015298864965	2.315792873234609	2.495489993609713	2.597439753675724	2.6308095821524295	2.706149310428	2.6639369502027987	2.6731649940291695	2.6651880460026955	2.440376314099142	2.265382925994968	2.3093094814343686	2.535028015332421	2.6223477132732826	2.5255478126626607	2.3888074060216113	2.218704444716647	2.1483739488491906	2.32180104259923	2.371408445827697	2.4100226933260633	2.5541484445533253	2.5697798682392454	2.6318739834240477	2.8157680937790377	2.885029339166349	2.8686244667204153	2.8558298300226332	2.7507644534781965	2.646453128859667	2.448341139104299	2.211445179552129	1.9977842026557953	1.7220315351789226	1.4745715748512676	1.2135192830231827	0.9412241012258703	0.7170427664307915	0.5075448350546569	0.3562592274376753	0.2273114988990842	0.1114833040295662	0.05425052039281304	0.023974486956162475	0.00813454730359275	0.0012292743615265347	0.00024973423912669245	3.15198554237573e-05	1.6972229843561626e-05	7.273812790097838e-06	2.424604263365946e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.424604263365946e-06	2.424604263365946e-06
CRR240978_r2	0.002036647927727706	0.0012001675288395408	0.0002521564100996207	0.00011637988158444031	7.51620068566177e-05	4.3642455594165116e-05	3.394413212879509e-05	2.6670389529767573e-05	1.454748519805504e-05	1.9396646930740052e-05	4.3642455594165116e-05	7.03128451239327e-05	0.00010668155811907029	0.00020608937363911307	0.0003297429978225809	0.000526134047996324	0.0007491954876998345	0.001238960822701021	0.0023760892490156567	0.003074368538522298	0.004119362891915918	0.006221474503034872	0.008619384979847612	0.01513665834857627	0.024713752770629174	0.029441685459997056	0.034135674017236155	0.046464667722587796	0.06292272264332073	0.08005966020662957	0.10352960299282504	0.13157230529294248	0.16209050465759559	0.20507347425611555	0.26473756021507194	0.34416198023471983	0.45919864401920635	0.6211800425378166	0.7796554971236954	0.9522056436386925	1.1487664144730796	1.3501108833567605	1.5556983687565407	1.7424323133396413	1.9330455873088903	2.0953543042444567	2.2218640846884763	2.3669873724434067	2.640909244980184	2.796412163423927	2.635109647547893	2.5539468030470776	2.492110292631878	2.348407809264624	2.343888390529762	2.388401270654944	2.3657314395546414	2.3307277655872545	2.2306071232925073	2.1713430931764974	2.293001287306965	2.3213688834431725	2.34322647995325	2.4014600632010645	2.4652992774118627	2.638649535612753	2.8982542581337776	3.082900638590958	3.134953965210465	3.102845240797491	3.0847748396006405	3.138719339295895	3.051116808014074	2.861609142919877	2.6458335687197256	2.3858700082304822	2.0941759579434143	1.7670442337138843	1.4086354163085357	1.020605494459081	0.6847889215663122	0.4653885989709788	0.30623911090425665	0.19381856987455365	0.09965027360667703	0.033956255033126805	0.012539932240723445	0.0029216199439427207	0.0004703686880704463	0.00012122904331712533	2.909497039611008e-05	1.454748519805504e-05	1.454748519805504e-05	0.0	4.849161732685013e-06	1.454748519805504e-05	9.698323465370026e-06	2.4245808663425065e-06	4.849161732685013e-06	4.849161732685013e-06	2.6670389529767573e-05
CRR240979_f1	0.00014321157740169703	0.00010617410048746505	8.148244921131038e-05	7.901328408369492e-05	6.913662357323306e-05	9.629743997700318e-05	9.876660510461864e-05	9.382827484938771e-05	0.00011358159587031145	0.00013333491689123517	0.0001530882379121589	0.0001530882379121589	0.00015802656816738984	0.00023210152199585381	0.00034321395273854976	0.00044938805322601485	0.0006271679424143284	0.001027172693088034	0.0016049573329500531	0.0029481831623728665	0.005002528548548935	0.007367988740804551	0.010476667636472424	0.0157730268352076	0.025837343895368237	0.03700043943731776	0.05059072429971329	0.06773166861561986	0.09105787157620317	0.12674965349588474	0.18004905194059218	0.2424201630641589	0.3318607314817739	0.45826717102492004	0.6088788363140807	0.7738931417926223	0.9605373337890754	1.196582112493731	1.4596642493457763	1.7225957671250367	1.9784432501531686	2.256715690870304	2.5266522301166097	2.776682360104079	2.9521832098796037	3.055947405202516	3.1083554350361546	3.193003353941068	3.165585744364026	3.2354236108335015	3.270061059243691	2.9811761468080644	2.716259420266201	2.6599377637052926	2.986874979922601	3.1815242052627832	2.893614613052565	2.520079312546897	2.2145250663347387	2.0347846600350983	2.152882358923818	2.1459390665849636	2.1440748469136137	2.2119398504461247	2.134062382321133	2.191206270869538	2.417952173703594	2.465481133245064	2.318647290601155	2.203643455617337	2.063617101230264	2.0048262795417395	1.8078264090000673	1.5433245021996433	1.3610853007908563	1.1573396711205384	0.9756980076726344	0.7902982749004994	0.6213950343459635	0.4595289144051316	0.30112209480808894	0.20377032132159398	0.1303990795545004	0.062371111123566685	0.027595389466230455	0.010819881589210973	0.0036617718842537365	0.0004913638603954777	0.00011358159587031145	9.876660510461865e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRR240979_r2	0.005876446284787204	0.003387598446524388	0.0006123355792551372	0.00026419317330766	0.00017777484559020114	0.00012098565880444243	8.888742279510057e-05	7.407285232925046e-05	4.938190155283365e-05	3.9505521242266914e-05	5.185099663047533e-05	6.666556709632542e-05	0.00016296027512435103	0.00021481127175482638	0.00034320421579219385	0.0006394956251091958	0.0008641832771745888	0.0013975078139451922	0.0026814372543188672	0.0034394494431548637	0.004345607336649361	0.006836924269989818	0.009207255544525833	0.014540500912231868	0.02280703123217622	0.02902668173275562	0.0354290452690805	0.048290561528516025	0.06549521602952327	0.08190482191552989	0.10887474744860999	0.141847043115437	0.1761970938355881	0.2242160549055635	0.29310133847668884	0.3864380706016997	0.5126483345904319	0.7007069611790107	0.8886273184432416	1.1128211514931061	1.3661033936526676	1.5974501951424604	1.83262162490752	2.048336585460763	2.284073437998603	2.4960650031747624	2.6624894186930446	2.9071347662710156	3.3711172368811297	3.604064011981235	3.235477498790884	3.015332981668352	2.96746710449319	2.7248859204001277	2.655452497721766	2.6752546402444524	2.5639157359083558	2.5376371569970155	2.4215008009250614	2.223862085435233	2.2437086716693164	2.197726714038396	2.176156699440118	2.2085043140523015	2.239647010266596	2.4030591297901553	2.7000443548239748	2.8362964284934757	2.779857853208742	2.680590354707236	2.584310461249676	2.5842882393939774	2.4353302024549324	2.201576033264439	2.010695231002116	1.791222307740702	1.5564681550437638	1.296116893676914	1.0334718429829355	0.7461234960371518	0.47781434123506306	0.31814043165905315	0.20460156360877801	0.1288447884365759	0.06524336833160382	0.018315747285946	0.005908544520796546	0.0012938058206842416	0.0002790077437735101	8.148013756217552e-05	2.2221855698775143e-05	7.407285232925046e-06	7.407285232925046e-06	9.876380310566729e-06	7.407285232925046e-06	4.938190155283364e-06	7.407285232925046e-06	9.876380310566729e-06	4.938190155283364e-06	7.407285232925046e-06	3.703642616462523e-05
CRR240980_f1	3.879917146309299e-05	3.1524326813763055e-05	1.9399585731546495e-05	1.212474108221656e-05	9.699792865773248e-06	9.699792865773248e-06	1.9399585731546495e-05	2.9099378597319745e-05	2.9099378597319745e-05	3.394927503020636e-05	4.849896432886624e-05	5.334886076175287e-05	6.547360184396942e-05	8.972308400840254e-05	0.00011882246260572229	0.00023521997699500126	0.00037829192176515666	0.0006207867434094878	0.0011615501956763463	0.0020854554661412484	0.003598623153201875	0.005730152635455546	0.0091372048795584	0.015267473970727091	0.025420732152975238	0.03565643857458246	0.047730255744253706	0.0620398751694857	0.08249916327161792	0.11597799834783427	0.16299774426467012	0.21256611075698784	0.2872084418073294	0.386684667542267	0.5030361079154335	0.6433096624438134	0.7999273679510212	0.9895073945643427	1.2027985648380473	1.4185680321889567	1.6208984365243373	1.8480578856478809	2.114506345774239	2.304180945368002	2.416397849032133	2.4961010470101916	2.536784403237461	2.617047764253518	2.6046635537121423	2.7555729311178423	2.855706317819436	2.5634588336183377	2.2673556817530938	2.186049593003966	2.3965156986055143	2.5183790462746565	2.3351814833670135	2.182215749873769	2.048470155944055	1.9983004022940594	2.2251688576316297	2.314710070523799	2.363044138373947	2.50733825704519	2.5688349438141924	2.7620451179075296	2.989485861024181	3.0017924732226304	2.9744802814608295	3.000788544661023	2.93658561568247	2.7773513910497196	2.502010645813664	2.2270118182761265	2.0059001900043927	1.7449587872775771	1.4960912017204329	1.233112842491805	0.9583177106044489	0.7099132901566454	0.4742471226898185	0.2869780717267673	0.15411515894783825	0.06670790048613907	0.02682720211851236	0.009054756640199326	0.002114554844738568	0.000341917698518507	5.5773808978196175e-05	9.699792865773248e-06	4.849896432886624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.849896432886624e-06
