geneID	BJ278C1	BJ278C2	BJ278C3	BJ278P1	BJ278P2	BJ278P3	BJ89C1	BJ89C2	BJ89C3	BJ89P1	BJ89P2	BJ89P3
ONIVA05G00140	2.6627470773753905	2.165549029322072	1.9010604293946514	-5.1545027584558865	-5.14661121248395	-5.258798789722394	1.9218792620928542	2.6412431778649883	2.1422041649715404	-5.674945861724945	-4.22206383020556	-5.864783907602566
ONIVA05G10110	-5.221447320240882	-5.193184689923162	-4.917701634157854	1.1822878201945728	1.9607493753093646	2.0727250806597253	-4.942060316125676	-4.9436426567279534	-5.1335529563985025	2.267732226121616	2.122392986037258	2.996377212669787
ONIVA05G12780	0.31950200701127074	1.4328348864298224	0.52097308311897506	8.662707352208784	9.056158810735868	9.648581385768642	3.381314803572694	3.0907845156646423	3.07196480974773	9.26854673313605	9.238009950752803	9.789758947837292
ONIVA05G12790	1.7561287772214467	2.2314515463486675	2.700105586914529	11.031172415458826	11.939459713089459	11.976011150648862	3.3608140124634622	3.201825404795539	3.5039284922547043	11.813723642022353	11.884707654459048	12.213303668487434
ONIVA05G12830	-5.221447320240882	-5.193184689923162	-4.917701634157854	4.071444294152209	4.168165889544624	4.749356233625741	-3.3445997057908423	-4.9436426567279534	-5.1335529563985025	6.809175200918121	6.442464292771917	7.009207078975189
ONIVA05G12840	-1.1420863772618315	-1.5178276005979754	-0.5082041459652162	5.976742343733275	6.7548293249234	6.730280109583689	-2.1250094032021756	-2.5942573144942545	-5.1335529563985025	4.359849324854945	4.428368248651036	4.828218004837533
ONIVA05G25500	-0.17621693954375434	0.8726335018724032	1.4926954346248251	9.379513565574083	9.850460035926487	10.527835228735695	1.1628316040619888	2.2677505236364564	1.6064531995144997	10.937556621998732	10.85106149027296	11.496353687422724
ONIVA05G26060	-5.221447320240882	-5.193184689923162	-4.917701634157854	2.496002616393248	4.643969122360314	3.353820286182576	-0.6514659786573934	-0.5522468025130424	-2.7957070891763482	5.282080692051656	5.087071018101292	5.08830915952724
ONIVA05G28570	-3.635855718288416	-5.193184689923162	-4.917701634157854	3.4648997969680235	4.408899098005694	4.068107032742576	-4.942060316125676	-3.3652739574700767	-2.329538228593303	3.337409772733914	3.5242134231007434	4.129677610565344
ONIVA05G29080	6.739001477049186	6.065655949562422	6.303014792273017	-1.69354107541448	-2.8527419841983574	-1.3664869403223854	6.14583686608541	5.629073319777639	5.589006028979527	-1.4302690773892137	-1.4582209819573555	-2.4036072208865087
