CRR240987_f1	5.0	150.0	982.0	4894.0	15112.0	37563.0	78512.0	145203.0	243220.0	384545.0	588742.0	899347.0	1457040.0	2933803.0	16232042.0	5291123.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240987_r2	187.0	2447.0	10618.0	31985.0	71648.0	134444.0	221394.0	329601.0	463789.0	626238.0	843481.0	1153579.0	1722717.0	3081460.0	14063999.0	5554696.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240988_f1	5.0	101.0	786.0	3232.0	10626.0	26411.0	56384.0	104495.0	177299.0	282889.0	437106.0	672510.0	1095846.0	2190879.0	11537815.0	3430311.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240988_r2	190.0	2281.0	10139.0	28914.0	63114.0	116000.0	185733.0	271839.0	373103.0	496881.0	655590.0	884272.0	1294437.0	2274007.0	9915370.0	3454825.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240989_f1	4.0	94.0	657.0	2965.0	9318.0	23377.0	48419.0	89701.0	149699.0	238095.0	362447.0	554733.0	897145.0	1804505.0	10875992.0	3621904.0
	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240989_r2	1.0	132.0	1592.0	7077.0	20223.0	44769.0	82328.0	133180.0	195087.0	271157.0	362407.0	477529.0	641175.0	916370.0	1578525.0	9391143.0	4556360.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240990_f1	5.0	113.0	833.0	3730.0	11718.0	28729.0	59459.0	107589.0	180022.0	280765.0	428361.0	649090.0	1043346.0	2093679.0	13127655.0	5259754.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240990_r2	127.0	1655.0	7588.0	22110.0	49598.0	91913.0	150028.0	223482.0	312647.0	421335.0	557484.0	750530.0	1078308.0	1850528.0	11280179.0	6477336.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240991_f1	2.0	109.0	772.0	3380.0	10629.0	25944.0	54353.0	98322.0	165562.0	261233.0	398036.0	607623.0	985952.0	1978547.0	12484637.0	4932176.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240991_r2	157.0	1957.0	8519.0	24412.0	53551.0	97838.0	157727.0	232090.0	319353.0	426645.0	559190.0	746217.0	1060170.0	1813397.0	10848536.0	5657518.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240992_f1	3.0	130.0	1011.0	4473.0	14161.0	34355.0	71218.0	128879.0	213720.0	333652.0	502629.0	760353.0	1219615.0	2440946.0	14904193.0	5149964.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240992_r2	138.0	1653.0	7720.0	22724.0	51400.0	96763.0	158757.0	238789.0	335902.0	455354.0	610591.0	827167.0	1189448.0	2058673.0	12654620.0	7069603.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240993_f1	3.0	110.0	860.0	3712.0	12091.0	29414.0	60756.0	111208.0	185368.0	291510.0	441879.0	672307.0	1084017.0	2184565.0	13640371.0	4933262.0
	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
CRR240993_r2	123.0	1680.0	7581.0	22099.0	49721.0	92621.0	152013.0	226703.0	317504.0	428514.0	569633.0	769916.0	1110324.0	1924287.0	11784506.0	6194208.0

