Sample	100	101	102	103	104	105	106	107	108	109	110	111	112	113
CRR240976_f1	15868.0	17871.0	18842.0	18675.0	21074.0	24635.0	32976.0	39736.0	50882.0	71530.0	160555.0	262109.0	385563.0	23633973.0
CRR240976_r2	21139.0	23170.0	25786.0	29195.0	33413.0	38686.0	46876.0	58353.0	73816.0	100173.0	152683.0	283313.0	473838.0	23393848.0
CRR240977_f1	15584.0	17379.0	18667.0	18631.0	20599.0	24511.0	33034.0	39243.0	50133.0	70581.0	160672.0	262361.0	386782.0	24484530.0
CRR240977_r2	22626.0	24289.0	27187.0	30685.0	35050.0	40565.0	49130.0	60487.0	77428.0	103883.0	159663.0	293315.0	492942.0	24185457.0
CRR240978_f1	12261.0	14077.0	14704.0	14690.0	16302.0	19322.0	25977.0	31329.0	39855.0	56312.0	128638.0	211008.0	311266.0	19726175.0
CRR240978_r2	18481.0	20025.0	22765.0	25598.0	28911.0	33156.0	40627.0	50289.0	64141.0	86278.0	131008.0	241733.0	402385.0	19456519.0
CRR240979_f1	13182.0	14670.0	15748.0	15705.0	17158.0	20285.0	26872.0	32598.0	41358.0	58434.0	130869.0	212545.0	317130.0	19333191.0
CRR240979_r2	16017.0	17558.0	19918.0	22419.0	25463.0	29399.0	36245.0	44402.0	57055.0	77281.0	117838.0	220053.0	372656.0	19193441.0
CRR240980_f1	12841.0	13257.0	14194.0	15637.0	16735.0	19690.0	25597.0	33016.0	41105.0	55832.0	94707.0	184620.0	338110.0	19753653.0
CRR240980_r2	18371.0	20330.0	23003.0	25110.0	28013.0	32663.0	41441.0	52482.0	62018.0	84347.0	132286.0	240389.0	394481.0	19464060.0
CRR240981_f1	20992.0	21820.0	22756.0	25070.0	27716.0	32948.0	42221.0	52941.0	65855.0	89698.0	146914.0	278921.0	495747.0	19268137.0
CRR240981_r2	22278.0	25178.0	28735.0	31914.0	42528.0	40219.0	51248.0	66776.0	80706.0	108650.0	173047.0	304698.0	503438.0	19112321.0
CRR240982_f1	19677.0	20585.0	21414.0	23358.0	26003.0	30817.0	39658.0	49544.0	61306.0	83779.0	138475.0	264581.0	475027.0	19540022.0
CRR240982_r2	23784.0	27110.0	30885.0	34092.0	44012.0	42338.0	53516.0	70330.0	84661.0	113935.0	179823.0	314170.0	518001.0	19257589.0
CRR240983_f1	14615.0	15084.0	15957.0	17629.0	18747.0	22127.0	28245.0	36624.0	45346.0	61839.0	105056.0	205236.0	371926.0	20561514.0
CRR240983_r2	21479.0	23527.0	26705.0	29124.0	32147.0	37396.0	47414.0	60304.0	70794.0	96105.0	150863.0	272514.0	443832.0	20207741.0
CRR240984_f1	17312.0	17774.0	19179.0	21470.0	23355.0	26990.0	34901.0	46348.0	56927.0	77378.0	131663.0	252966.0	462992.0	21534617.0
CRR240984_r2	23921.0	26175.0	29779.0	32274.0	35599.0	41917.0	52547.0	66428.0	79306.0	107468.0	167719.0	300825.0	487286.0	21272628.0
CRR240985_f1	24457.0	24708.0	26449.0	28685.0	32235.0	38127.0	49032.0	60805.0	75132.0	102628.0	166909.0	318291.0	576533.0	23738711.0
CRR240985_r2	27270.0	30585.0	34805.0	39000.0	51781.0	48523.0	61648.0	80128.0	97131.0	131489.0	205531.0	362150.0	602885.0	23489776.0
CRR240986_f1	17659.0	18044.0	19841.0	21167.0	23356.0	26788.0	35710.0	43980.0	54083.0	73914.0	133465.0	298686.0	493800.0	26008450.0
CRR240986_r2	29653.0	34167.0	40524.0	43731.0	45452.0	52460.0	66851.0	86741.0	117709.0	136532.0	231039.0	406785.0	626335.0	25350964.0
CRR240987_f1	18064.0	18672.0	20979.0	22240.0	24482.0	28420.0	36828.0	45425.0	56746.0	78280.0	140433.0	313194.0	520001.0	26988519.0
CRR240987_r2	30512.0	34891.0	41591.0	45338.0	45920.0	53553.0	68146.0	88090.0	119253.0	140253.0	237655.0	420587.0	648818.0	26337676.0
CRR240988_f1	14167.0	14405.0	16060.0	17058.0	19142.0	21696.0	28374.0	35067.0	43785.0	59573.0	105982.0	234867.0	387518.0	19029001.0
CRR240988_r2	25052.0	28372.0	33888.0	36658.0	37629.0	43164.0	55138.0	71637.0	94661.0	111700.0	186630.0	326653.0	498094.0	18477419.0
CRR240989_f1	12371.0	13838.0	14819.0	15108.0	16695.0	19597.0	26149.0	31596.0	40144.0	57078.0	124191.0	204738.0	305733.0	17796998.0
CRR240989_r2	17120.0	18889.0	20778.0	23672.0	27146.0	31048.0	37959.0	47155.0	60235.0	80671.0	122388.0	226129.0	375545.0	17590320.0
CRR240990_f1	13972.0	15833.0	16733.0	16899.0	18968.0	22396.0	29895.0	35911.0	46323.0	63946.0	145946.0	239402.0	349509.0	22259115.0
CRR240990_r2	20145.0	21567.0	24397.0	27587.0	31795.0	36054.0	44662.0	54476.0	69377.0	93098.0	141877.0	262533.0	437300.0	22009980.0
CRR240991_f1	12817.0	14503.0	15664.0	15738.0	17478.0	20498.0	27509.0	32663.0	41732.0	59404.0	136340.0	222808.0	325615.0	21064508.0
CRR240991_r2	20932.0	22317.0	25095.0	28770.0	32958.0	37418.0	45206.0	55644.0	70151.0	94752.0	143000.0	264355.0	436786.0	20729893.0
CRR240992_f1	17553.0	19435.0	20865.0	20655.0	23494.0	27446.0	36577.0	43531.0	55883.0	77572.0	172161.0	281778.0	417324.0	24565028.0
CRR240992_r2	21011.0	22941.0	25745.0	29702.0	33753.0	38383.0	47417.0	58217.0	74833.0	100894.0	154547.0	286234.0	480487.0	24405138.0
CRR240993_f1	14900.0	16420.0	17899.0	17892.0	19637.0	23350.0	30785.0	37067.0	47661.0	67318.0	150850.0	247555.0	369881.0	22590218.0
CRR240993_r2	20419.0	22285.0	24872.0	28502.0	32391.0	36680.0	44952.0	55237.0	70638.0	95311.0	144788.0	268927.0	452677.0	22353754.0
